content,app
not compatible ka option aa Raha hai ab Mai kaisay use karu app update he nahi ho Rahi na open horahi hai 😞,HBL
"Unable to use the app on new phone. The otp field isn't opening the keyboard, and there seems to be no way to enter the otp code on my samsung s24+. I am stuck at the device registration popup.",HBL
uys اپپس فور slary,HBL
this is very helpful app,HBL
why it is not compatible with my phone.,HBL
very bad service 😞,HBL
every time irritated loan notification showing very disappointed,HBL
سالوں سے ایپ استعمال کررہا ہوں کبھی کوئی پریشانی نہیں آئی۔ اللہ تعالیٰ سے دعا ہے کہ آئندہ بھی تمام آنے والی پریشانیوں سے محفوظ رکھے۔ حبیب بنک کےلئے دعا گو ہوں کہ اللّٰہ تعالیٰ دن دگنی اور رات چوگنی ترقی عطا فرمائے۔ آمین یارب العالمین💯👍,HBL
very good #1 bank of Pakistan,HBL
I have no option for credit card apply,HBL
"no information for indomitable device. used this device less than one month ago was working,now it became incompatible without any notice or without any information",HBL
"Third-class app, third-class services, third-class customer support, sitting fat and happy on my mobile package money for a month. Utility bills on the app? Still stuck in the stone age, never updated. Phone banking? Just robots chilling, masters at confusing people and wasting time, not fixing anything. And yeah, they make you wait 20 minutes for this circus! pathetic",HBL
glitch in your please review your HBL app,HBL
apps is not working properly due to sagges,HBL
good experience but app is not opend,HBL
"Mostly, this works perfectly fine, but from yesterday, there were some glitches that didn't let me perform any transaction or anything via app.",HBL
good service 💯💯💯,HBL
"inteha se ziyada ghattaya banking app, hai. open kartay hi sab se pehle kehte hai bheek lelo loan le le aur jab no ka option select karo to hang ho jati hai",HBL
it's an use less bank,HBL
outstanding performance of the app and is easy way to spread joy in family. and i am very pleased to have this app,HBL
good experience while using this app,HBL
This is useles bank. zero performance,HBL
ya app bohat zabardast h is ki wja Sy bohat asani hoti h money transfer krny main ya bohat faydymand h,HBL
performance very poor,HBL
It's a good application for banking,HBL
I'm very honest in my reviews...This app is too much helpful,HBL
very useful and beneficial app 😍😍,HBL
Very nice I like it very much,HBL
"i am facing a transaction issue, I have complained many times but not resolved.",HBL
it's a good banking a system life so easy with hbl,HBL
hbl app s very valuable and easy to use,HBL
while using it was good experience,HBL
Call Center Customer support experience is very bad App experience is good unable to download statements for a year only last two months option is available no date range option,HBL
apps mi mobile mi instal nhihorhee,HBL
"I got message that ,,this app is not compatible with this device contact developers,, how ever i am using this app since long time at this noble. please solve the problem.",HBL
"App is good but the bank services is totally unacceptable. Here salary is available 2 or 3 days late then the other banks in the area in d.i.khan. Hbl , d.i.khan branch ,in pakistan is the laziest branch⛱️⛱️⛱️⛱️ . It won't pay you in time. Start of everymonth the same drama repeats .",HBL
hi my app isn't working jub be log in karate it says service is not available 🤬 wait 2hr 4 din se,HBL
i have oppo A 57 and hbl mobile app is not being down load in mobile plz share how can i download it,HBL
you should allow using the app even if it's not updated,HBL
Good work is mobile app account complete verification biometric sab is app Good for good help.,HBL
it should work in old version as well۔۔۔HBL app is not being updated nor being working,HBL
"Forces you to turn on notifications, otherwise you can't login. And when you turn notifications on, it starts spamming you with ads and promotions. App is fine otherwise, but this forced notifications thing is nonsense.",HBL
it's not work?,HBL
Very very help full for me,HBL
"fine, screen shots issue",HBL
good service of HBL. Ok thanks,HBL
ok good app,HBL
"The digital banking options make everything so convenient. Truly a reliable and customer-friendly bank. Highly recommended!""",HBL
Did not showing on my hbl app feature car loan personal loan and credit card they didn't work on proper not showing any one feature only sms are coming from hbl bank and physicaly not appearing feature on hbl application kindly solve my issue,HBL
so easy and useful my experience with this app is so soothing.I found it so easy and useful.I feel my banking in my hand every thing about banking is in my pocket. so nice.,HBL
"HBL is a most comfortable and convenient and helpful bank, I always prefer this.",HBL
"Asslam o alikum, it's a fantastic job done by the developer, but still need new features like online transaction limit changing feature etc.",HBL
UI is too much 👎,HBL
worst banking ever,HBL
too much problems here not recommended,HBL
It's very helpful and easy to use.,HBL
Very nice n Confidential aap👍,HBL
"This is the worst Pakistani Banking Application provided by none other than the largest Bank of Pakistan. 6 out of 10 times your transaction won't get through because of some stupid reason at their end. Ironically they won't even give you any reason or accept their fault but rather put a blame on you with their universal reason ""insufficient balance or a special condition marked on your account"". And I'm talking about HBL prestige which is supposedly their premium banking experience.",HBL
app rarely works,HBL
I think you must give an option to update our email on this app. It requires to visit to branch.,HBL
it's a goooood aaap,HBL
poor performance and complaints system. here a c holder is unable to complain about his problem. it just mentioned list of issue which is just .....,HBL
سرجب میں ایپ اوین کرتا ہوں تو فورا آجاتا ہے کہ آپ اولڈ ورجن استعمال کر رہے ہے حالانکہ میں نے دو دفعہ نیوورجن 2025 ڈاؤن لوڈ کر دیا۔ پھر بھی نہیں کھولتا۔ اب میں کیا کروں تھک گیا ہوں,HBL
very excellent service,HBL
good very good,HBL
"Best part was the first time verification, have never seen any bank doing it in a blink of an eye, hats off HBL certainly comes on top if we're specifically talking about account verification (first time login)",HBL
This aap is too much helpful and secure also helps to more secure our personal information.,HBL
says not compatible with your device why???? why should I buy a new mobile for just use this aap i dont have budget you should make it run on any touch Mobile otherwise 👋👊,HBL
