,app,content,score,at
1716,UBL Digital,good app,5,2025-07-04 15:55:11
1717,UBL Digital,good,5,2025-07-04 15:41:35
1718,UBL Digital,Because this app is not working in patch mobiles,1,2025-07-04 15:38:31
1719,UBL Digital,nice,5,2025-07-04 15:24:23
1720,UBL Digital,MashaAllaha very nice,5,2025-07-04 14:59:32
1721,UBL Digital,"Brother, what kind of update have you put in the bank that the entire name is not showing? Please give the same update as before.",1,2025-07-04 13:46:26
1722,UBL Digital,Good in working,5,2025-07-04 13:36:56
1723,UBL Digital,"recently update app but it has bug plz fix this issue when details of account is selected, app is disappear totally.",4,2025-07-04 12:35:55
1724,UBL Digital,"excellent app , but need to improve more.",5,2025-07-04 11:06:34
1725,UBL Digital,"overall good but one thing disappointed me. Why do you have some wallet transfer limits restricted? while Jazzcash & Easypaisa reached their daily transaction limit upto 1 Millon. i am using HBL, Alfalah and NBP also but they don't have restricted any debit transaction limit. All banks are allowed IBFT And Raast Also with no Wallet transfer limit restrict. its request to review this matter and take it seriously. make customers happy to feel free banking experience. 🙏🙏",2,2025-07-04 10:45:40
1726,UBL Digital,third class Bank,1,2025-07-04 09:47:45
1727,UBL Digital,nice 👍 working,5,2025-07-04 09:45:08
1728,UBL Digital,niec,5,2025-07-04 07:05:06
1729,UBL Digital,good but i think you need to add some other options like easyways for less educated peoples,4,2025-07-04 02:40:26
1730,UBL Digital,my application is not working some options,5,2025-07-04 02:18:59
1731,UBL Digital,nice experience,5,2025-07-04 02:11:21
1732,UBL Digital,good,5,2025-07-03 23:25:56
1733,UBL Digital,One of the best looking and functioning banking app in Pakistan. Edit: UBL Pay is working now,5,2025-07-03 23:19:43
1734,UBL Digital,good,5,2025-07-03 21:08:11
1735,UBL Digital,Excellent,5,2025-07-03 21:07:48
1736,UBL Digital,"United Bank Limited (UBL) has established itself as one of Pakistan’s most trusted and innovative financial institutions, renowned for its customer-centric approach and commitment to excellence. With a rich legacy spanning decades, UBL consistently delivers a wide range of banking services that combine modern technology with personalized care, making banking convenient, secure, and accessible for millions of individuals and businesses.",5,2025-07-03 20:54:23
1737,UBL Digital,good,5,2025-07-03 20:44:17
1738,UBL Digital,it is very nice app now ha day,3,2025-07-03 20:43:23
1739,UBL Digital,easy Money transfer app,5,2025-07-03 20:35:51
1740,UBL Digital,very nice app easy format I like it 10 out of 10 Pakistan zindabad,5,2025-07-03 20:09:50
1741,UBL Digital,Excellent App More Feature Add App Suggest. And App Fix Bugs Hang & More. Thanks,5,2025-07-03 19:23:52
1742,UBL Digital,very nice 👍,5,2025-07-03 18:34:47
1743,UBL Digital,good,5,2025-07-03 17:23:06
1744,UBL Digital,Good,5,2025-07-03 17:14:53
1745,UBL Digital,"Nice App, Easy to Operate. Great features",5,2025-07-03 17:14:16
1746,UBL Digital,dear admin i have changed my cell phone but same issue occurs. no transaction. app showing loading all the time.,1,2025-07-03 16:53:38
1747,UBL Digital,good,5,2025-07-03 16:34:08
1748,UBL Digital,very good app for transections,5,2025-07-03 15:23:58
1749,UBL Digital,simple and easy to use app,5,2025-07-03 14:29:32
1750,UBL Digital,"I can't find an option for payment to UET lahore fee in new version even in the old version it was not simple to find the option, and now 🤷🏻 i think you are trying ways to make it more difficult. why don't you add UET To ""education"" option.",1,2025-07-03 14:29:25
1751,UBL Digital,"amazing, smooth and fantastic experience with UBL",5,2025-07-03 14:27:32
1752,UBL Digital,Best,5,2025-07-03 12:51:56
1753,UBL Digital,best and easy app for use.highly recommended,5,2025-07-03 12:01:54
1754,UBL Digital,good,5,2025-07-03 10:51:38
1755,UBL Digital,"The app processing or speed is very slow, it should be fast, also it need more things to change, like if I need bank documents I download it on click, renew ATM and activity it online.",3,2025-07-03 10:41:48
1756,UBL Digital,"it has been for the last one month that the app has not been showing ""the list of accounts."" I have lodged two complaints but no solution so far. It's a shame that a large bank like UBL is unable to resolve the complaints of its customers. The only choice I now have is to lodge a complaint with the State Bank of Pakistan.",4,2025-07-03 10:09:46
1757,UBL Digital,"Nice and smoothly working system,, thanks.",5,2025-07-03 09:54:14
1758,UBL Digital,account ma masla a raha he kya wajah he ma ne credit card ka bill jama karwana he,5,2025-07-03 09:46:15
1759,UBL Digital,"After the app was updated to 3.38.1 version, it crashes every time I try to navigate to 'My Accounts' I am using the app on my infinix zero 8i phone with android version 10. Please fix this.",2,2025-07-03 08:30:56
1760,UBL Digital,👍 Nice,5,2025-07-03 08:30:15
1761,UBL Digital,easy use fully digital app,5,2025-07-03 08:18:55
1762,UBL Digital,very easily app and good app,5,2025-07-03 07:14:44
1763,UBL Digital,Best app I have ever seen I'm connected with several bank apps but the UBL app is the most easily available and amazing thumbs up 👍,5,2025-07-03 01:50:32
1764,UBL Digital,"after installing the new update, the app keeps on crashing after logging in... it has been going on for days and i cant access my account on device anymore. before this it used to work just fine, no glitches or anything",2,2025-07-03 00:54:04
1765,UBL Digital,"user-friendly interface and easy to navigate through the application,",5,2025-07-03 00:19:20
1766,UBL Digital,nice,5,2025-07-02 23:51:05
1767,UBL Digital,very good app for banking,5,2025-07-02 23:43:40
1768,UBL Digital,Please create option in App for the fund and other transection limit.,3,2025-07-02 23:04:21
1769,UBL Digital,v good,5,2025-07-02 22:37:33
1770,UBL Digital,i love UBL bank services,5,2025-07-02 18:54:50
1771,UBL Digital,Amazing,5,2025-07-02 18:29:13
1772,UBL Digital,good,5,2025-07-02 17:24:57
1773,UBL Digital,"nice app, problems sometimes to open",5,2025-07-02 17:03:43
1774,UBL Digital,Dunya ki sb sa ziyda bukwas App ha ya,1,2025-07-02 16:54:24
1775,UBL Digital,Best Mobile app💯,5,2025-07-02 16:13:36
1776,UBL Digital,great 👍,5,2025-07-02 16:04:45
1777,UBL Digital,"Great, services",5,2025-07-02 15:38:30
1778,UBL Digital,good job and good luck,5,2025-07-02 15:30:21
1779,UBL Digital,this is good app,5,2025-07-02 13:20:59
1780,UBL Digital,Good Bank and great app,5,2025-07-02 13:04:40
1781,UBL Digital,excellent service,5,2025-07-02 12:30:20
1782,UBL Digital,The UBL Digital Mobile app's online payment transfer system is very powerful.,5,2025-07-02 12:18:39
1783,UBL Digital,my on bank app on this phone is crashing on a bank application,1,2025-07-02 11:37:21
1784,UBL Digital,UBL app is good for saving My time in present life,5,2025-07-02 11:26:57
1785,UBL Digital,excellent,5,2025-07-02 10:32:08
1786,UBL Digital,vgood,5,2025-07-02 09:44:00
1787,UBL Digital,Good Designing,5,2025-07-02 07:19:00
1788,UBL Digital,super,5,2025-07-02 07:12:56
1789,UBL Digital,good,5,2025-07-02 04:02:55
1790,UBL Digital,best app best features iam satisfied,5,2025-07-02 03:20:10
1791,UBL Digital,great app,5,2025-07-02 01:39:10
1792,UBL Digital,"I can't see account statement correctly I'm facing issues with this version, The previous version was very excellent everything was perfect.",1,2025-07-02 01:15:42
1793,UBL Digital,excellent,5,2025-07-02 00:10:26
1794,UBL Digital,"UBL provided us one of the best digital apps, easy to use and good in appearance. I really like it.",5,2025-07-01 23:22:32
1795,UBL Digital,wonderful✨😍✨😍,5,2025-07-01 23:09:20
1796,UBL Digital,nice bank,5,2025-07-01 19:26:39
1797,UBL Digital,nice,5,2025-07-01 19:14:33
1798,UBL Digital,"Hi, I’m facing an issue in the transfer details — the current transaction history is not being displayed. Please look into this and fix it as soon as possible. Thank you!",3,2025-07-01 18:48:36
1799,UBL Digital,gooood easy digital app,5,2025-07-01 18:41:50
1800,UBL Digital,great app,5,2025-07-01 18:39:35
1801,UBL Digital,"the app is good , if we can add 1 more thing which is, have an option to hide/ show balance at the screen where we are adding money, in the payment sending screen",4,2025-07-01 18:16:06
1802,UBL Digital,السلام علیکم ... It's working fine now...,5,2025-07-01 17:53:36
1803,UBL Digital,I am using multiple bank aps but I found ubl ap the best as compare to other bank apps,5,2025-07-01 17:01:14
1804,UBL Digital,👍,5,2025-07-01 16:58:35
1805,UBL Digital,Good app so far.....,5,2025-07-01 16:15:33
1806,UBL Digital,good 👍,5,2025-07-01 16:05:53
1807,UBL Digital,wonderful app ...😎😍,5,2025-07-01 15:58:50
1808,UBL Digital,since 3 days I'm trying to upload selfi but how rubbish this app that it's not approving and how poor management. we have to open camera and stay still just starring at camera and without any obstacle it's showing remove glasses masks etc even didn't wear any thing selfi means to take own pictures by ourself but ubl has changed the meaning of selfi according to ubl selfi means open the camera and start staring at it. and sending them email isn't beneficial as they Don't care Don't respond.,1,2025-07-01 15:04:39
1809,UBL Digital,good experience,5,2025-07-01 14:31:05
1810,UBL Digital,ubl is the one of my favorites and easy operation aap. everyone can use easily,5,2025-07-01 12:44:21
1811,UBL Digital,Good Services,5,2025-07-01 11:34:40
1812,UBL Digital,nice services,5,2025-07-01 11:32:51
1813,UBL Digital,good,5,2025-07-01 10:23:00
1814,UBL Digital,very nice app,5,2025-07-01 09:25:12
1815,UBL Digital,really great,5,2025-07-01 08:58:39
1816,UBL Digital,"After the new update, the app crashes whenever i click on my accounts. please look into this matter. i am using Samsung S25 Ultra",3,2025-07-01 07:46:21
1817,UBL Digital,bakwas,1,2025-07-01 06:25:17
1818,UBL Digital,I love it this is a nice app,5,2025-07-01 01:04:28
1819,UBL Digital,App crashes frequently,1,2025-07-01 00:29:03
1820,UBL Digital,The app and the services till now are good.,5,2025-07-01 00:18:41
1821,UBL Digital,Bug filled app. Dont use..,1,2025-06-30 21:46:10
1822,UBL Digital,super service,5,2025-06-30 21:13:29
1823,UBL Digital,Very bad app and also banking is very poor,2,2025-06-30 21:01:31
1824,UBL Digital,I am very satisfied with UBL's services. I will always want to keep my account with UBL,5,2025-06-30 19:40:53
1825,UBL Digital,bravo,5,2025-06-30 18:16:51
1826,UBL Digital,nice app,5,2025-06-30 17:57:15
1827,UBL Digital,very good I m very satisfied,2,2025-06-30 17:39:22
1828,UBL Digital,Brilliant app thank God ypu were sensible for creating an app for watch easy quick payments and balance check. Later on do include NFC payments for watch but not needed much due to Google Wallet.,5,2025-06-30 17:19:59
1829,UBL Digital,good,5,2025-06-30 17:13:05
1830,UBL Digital,Overall user friendly.,5,2025-06-30 17:01:48
1831,UBL Digital,good,5,2025-06-30 16:44:44
1832,UBL Digital,good,5,2025-06-30 16:19:00
1833,UBL Digital,today I visited UBL Karor Lal Essan Branch to open my bank account.But they didn't coprated with me they said visit next day or day after tomorrow. Very Bad experience of my life I visited UBL for first time but hearted to much i recently installed the app to open account from myself but nothing else. I can't do this. After resume my application my application not getting my Karor Lal Essan Branch on the app why I am in hypertension I need urgent help please let me know how to find out this,1,2025-06-30 15:19:01
1834,UBL Digital,plz help kr dy mari app open ni ho rhi kasy krty ha koi Bata dy,5,2025-06-30 13:59:47
1835,UBL Digital,very good,5,2025-06-30 13:19:26
1836,UBL Digital,this app is very easy and security system is very strong,5,2025-06-30 12:25:56
1837,UBL Digital,"Disappointed, as they introduced new update by stop working on some older version Androids without any notice. Our balance remain there as it as and there is no other way to transfer balance other than using ATM manually. which is quiet frustrating!",2,2025-06-30 12:17:52
1838,UBL Digital,Great and Excellent App. I love it🥰,5,2025-06-30 12:07:10
1839,UBL Digital,ok,5,2025-06-30 12:02:45
1840,UBL Digital,Good App.,5,2025-06-30 11:49:16
1841,UBL Digital,Fast and Convenient,5,2025-06-30 10:39:29
1842,UBL Digital,the great,5,2025-06-30 10:36:47
1843,UBL Digital,"I'm from Head Faqirian Mandi bha-ud-din, please open your UBL branch in over city as soon as possible. Thanks",5,2025-06-30 09:15:00
1844,UBL Digital,"Very easy and good and the helpline is also very easy and thanks to it, Shari is also very easy to talk to. Thank you very much.",5,2025-06-30 09:08:46
1845,UBL Digital,excellent service 👍,5,2025-06-30 08:20:49
1846,UBL Digital,I am using this app from 6 months and I would like to say it's really a great app and as well as simple in using I always used it easily and got best experience,3,2025-06-30 08:02:33
1847,UBL Digital,good app jazakallah 💜,5,2025-06-30 07:55:17
1848,UBL Digital,Very Nice,5,2025-06-30 07:12:43
1849,UBL Digital,amazing,5,2025-06-30 03:09:26
1850,UBL Digital,very nice 👍,5,2025-06-30 02:56:38
1851,UBL Digital,Great app,5,2025-06-30 00:45:44
1852,UBL Digital,beauty full app and best work,5,2025-06-30 00:42:52
1853,UBL Digital,I'm using since 2015 the service is amazing and very easy you can also change your number address don't need to go branch happy to part of ubl,5,2025-06-30 00:37:26
1854,UBL Digital,nice 👍,5,2025-06-30 00:33:34
1855,UBL Digital,Best app in banking.,5,2025-06-30 00:08:33
1856,UBL Digital,100 Mark,5,2025-06-29 22:53:35
1857,UBL Digital,excellent 👍,5,2025-06-29 22:42:01
1858,UBL Digital,Ubl service is very good,5,2025-06-29 22:29:33
1859,UBL Digital,excellent,5,2025-06-29 22:24:47
1860,UBL Digital,"I cleared the cache, then uninstalled the application. then restarted my device, then installed it again. But the same issue persists. when I go to List of accounts, the app crashes and does not respond.",2,2025-06-29 21:39:08
1861,UBL Digital,nice app,5,2025-06-29 21:33:36
1862,UBL Digital,best app,5,2025-06-29 20:26:02
1863,UBL Digital,Excellent,5,2025-06-29 19:50:04
1864,UBL Digital,I love this app very good 👍,5,2025-06-29 19:10:23
1865,UBL Digital,very good application,5,2025-06-29 17:44:14
