content,app,aspects,opinions,sentiments,categories,mapped_categories
"Disappointed (one 🌟 ) that HBL Mobile lets you log in over any VPN – this undermines basic security protocols and opens the door to man-in-the-middle attacks. A banking app should detect and block anonymized connections, not welcome them. Allowing VPN logins puts users’ funds and sensitive data at risk, potentially exposing earnings to fraudsters. Please enforce stricter network checks and tighten your cyber defenses.",HBL,"['HBL Mobile', 'banking app', 'vpn logins']","['disappointed', 'disable', 'posses users’ funds and sensitive data at risk']","['negative', 'negative', 'negative']","['SOFTWARE#GENERAL', 'SOFTWARE#GENERAL', 'SOFTWARE#GENERAL']","['APP#FEATURES', 'APP#FEATURES', 'APP#FEATURES']"
too much slow app,HBL,['app'],['slow'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
new update not sending money throw app,HBL,['NULL'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"Overall, this app provides a positive user experience with a robust set of features and excellent stability. The interface is clean and minimalistic, though there is room for enhancement—particularly in optimizing the home screen layout to better utilize space for additional functionality.",HBL,"['app', 'interface', 'home screen layout']","['positive user experience', 'clean and minimalistic', 'optimizing']","['positive', 'positive', 'positive']","['SOFTWARE#GENERAL', 'DISPLAY#GENERAL', 'DISPLAY#GENERAL']","['APP#FEATURES', 'SCREEN#GENERAL_FEEDBACK', 'SCREEN#GENERAL_FEEDBACK']"
I install it just now and I think that this app is very helpful,HBL,['app'],['helpful'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
I have been facing a problem of loginig in my account since last day . Although I am putting right password and login ID.,HBL,['loginig'],['problem'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Please stop the push notifications for advertisements and the loading screen ad. This is my banking app I do not need to be bombarded with ads when I'm trying to transfer funds or manage transactions. it's gotten absolutely ridiculous over the past few weeks,HBL,['banking app'],['ridiculous'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Hbl application is very helpful app. so it is too much easy to use . everyone can use this application features,HBL,['Hbl application'],['helpful'],['positive'],['SOFTWARE#USABILITY'],['APP#USABILITY_FEATURES']
I'm Trying to login to my account but it's showing me error 500,HBL,['login to my account'],['error 500'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"OTP issues on mobile device.... i am having nightmares with resetting password for account, the mobile app doeant pickup the OTP sent to email and there is no option to enter manually. i live overseas and called customer service who are uselles, email service is even worse, because of poor app i am not able to access my account!!!",HBL,['mobile app'],['poor'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Is it necessary to visit the concerned branch for biometric verification or we can do this through HBL Mobile app?,HBL,"['biometric verification', 'HBL Mobile app']","['needs to visit', 'NULL']","['neutral', 'neutral']","['SUPPORT#GENERAL', 'SOFTWARE#GENERAL']","['CUSTOMER_SUPPORT', 'APP#FEATURES']"
I have been going around the bank for a month. I have also called the helpline many times and lodged a complaint. I am not receiving the OTP but the bankers have not resolved my issue. The bank has changed my mobile number without my permission. Due to which I am facing problems,HBL,"['bank', 'helpline', 'mobile number']","['NULL', 'NULL', 'NULL']","['negative', 'negative', 'negative']","['SUPPORT#GENERAL', 'SUPPORT#GENERAL', 'PORTS#GENERAL']","['CUSTOMER_SUPPORT', 'CUSTOMER_SUPPORT', 'Miscellaneous']"
یہ بہت خراب اپلیکیشن ہیں ۔ 3 ہفتے سے مجھے بند کیا ہیں کام نہیں کر تا ۔ کچھ پتہ نہیں ۔,HBL,['NULL'],['NULL'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
my app has not showing personal loan option why?,HBL,['app'],['NULL'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
mahinay main aik dafa istamal karta ho aur jab bhi open karta ho update mangta hai,HBL,['NULL'],['NULL'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
Banking app had been very good but the recent bug in it is that it doesn't update your account statement or the current balance immediately rather it takes one or two days and this is very bothersome. *** these days,HBL,['Banking app'],['good'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
transection show nahi horahi Kal rat se . after the update,HBL,['nahi horahi Kal rat se'],['NULL'],['neutral'],['RESTAURANT#GENERAL'],['LOCATION_FEEDBACK_MISC']
Jeety raho beta,HBL,['Jeety raho beta'],['NULL'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
My issue resolved but it took about 48 hours and cost me about 6k on mobile load to call out the helpline again and again that's why 3star is suitable according to your service.,HBL,['helpline'],['suitable'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
Balance in my credit card is differ from the original balance I've called HelpLine yet no response poor service,HBL,['service'],['poor'],['negative'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
"excellent app, always secure and safe works smoothly.l m using since last 10 years ..",HBL,['app'],['excellent'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"Finger prints k Verification krta howa ""uncertain results ""ata bar bar ya t theek kra",HBL,['Finger prints'],['uncertain results'],['negative'],['HARDWARE#GENERAL'],['BIOMETRIC#GENERAL']
i couldn't select bank for transaction what's the problem???,HBL,['bank'],['NULL'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
very good app Pakistan and good banking,HBL,"['app', 'Pakistan', 'banking']","['good', 'good', 'good']","['positive', 'positive', 'positive']","['SOFTWARE#GENERAL', 'LOCATION#GENERAL', 'SUPPORT#GENERAL']","['APP#FEATURES', 'LIGHTING_OR_LOCATION_ISSUE', 'CUSTOMER_SUPPORT']"
you guys are not doing well kindly try to learn something from Allied Bank and Faysal bank,HBL,"['Allied Bank', 'Faysal bank']","['NULL', 'NULL']","['positive', 'positive']","['SUPPORT#GENERAL', 'SUPPORT#GENERAL']","['CUSTOMER_SUPPORT', 'CUSTOMER_SUPPORT']"
Cannot first opening account,HBL,['account'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
There is only one problem that the balance is not being hidden. Please work on it.,HBL,['balance'],['NULL'],['negative'],['LAPTOP#DESIGN_FEATURES'],['UI_UX#DESIGN']
MAA Sha Allah very good working,HBL,['MAA Sha Allah'],['good'],['positive'],['COMPANY#GENERAL'],['BANK_REPUTATION']
i am not able to open my HBL mobile app,HBL,['HBL mobile app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
They send a notification about ads and off % or whatever like 10 times a day. They won't let me turn off the notification either. it's becoming more of a spam application.,HBL,['notification'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
good and nice appl,HBL,['appl'],['good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
"worst bank, worst staff ever",HBL,"['bank', 'staff']","['worst', 'worst']","['negative', 'negative']","['SUPPORT#GENERAL', 'SERVICE#GENERAL']","['CUSTOMER_SUPPORT', 'BRANCH_SERVICE']"
God had working HBL mobile baking App,HBL,['HBL mobile baking App'],['NULL'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
good apps great work,HBL,['apps'],['good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
we are unable to open raast management option in our hbl account as we want to de link from 1 to another hbl application is unable to use this option for very long time not me only my other friends and family members also facing same issue and trying to reach state bank helpline etc but no issue resolved. we want it simple delink raast id working option in bank application.,HBL,['raast management option'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Found transection error it's seems like app didn't supported,HBL,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
experience is best,HBL,['NULL'],['best'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
why app always ask to send you notifications. it is irritating. and it is not going me to login. it not a way to deal with users. think about it app developer.😢,HBL,['app'],['irritating'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
bakwas app verification is okay par amount is negative no transfer amount 😭,HBL,['bakwas app verification'],['okay'],['neutral'],['SOFTWARE#GENERAL'],['APP#FEATURES']
too poor service,HBL,['service'],['poor'],['negative'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
very happy with HBL mobile apps,HBL,['HBL mobile apps'],['happy'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
eassy life app,HBL,['eassy life app'],['easy'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
hbl app has loosed it's performance when we apply for jazz bundle ..they deduct amount but..bundle are not activated I faced that problem two time's on two different bundles. issue not solved even after more than two weeks,HBL,['hbl app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"Wastes time asking you to turn notifications on, or it won't work.",HBL,['notifications'],['Wastes time'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Everything's perfect just sometimes it's lacking and not opened.,HBL,['NULL'],['perfect'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
The app always fails right when it's needed the most.,HBL,['app'],['fails'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
i have been facing issue with In-App biometric verification and so unable to make any transaction. worst experience with this app.,HBL,['app'],['worst'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
I am facing trouble with this new update as TPIN is required to login but the problem is that system shows me OTP is sent to register mobile number but i have not received the OTP and i could not login to my account since couple of months..... moreover I had contacted to the help line they said update your email address from home branch and i did so after lot of struggling in the bank but unfortunately still facing the same problem...,HBL,"['new update', 'oTP']","['problem', 'NULL']","['negative', 'negative']","['SOFTWARE#GENERAL', 'SOFTWARE#GENERAL']","['APP#FEATURES', 'APP#FEATURES']"
"Please stop sending the notifications, almost 10 notifications per 24 hours and all are useless. If notifications are turned off then the application is not working and forcing us to turn-on the notifications. You guys should not forcefully send useless notifications to Customers.",HBL,['notifications'],['useless'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
I have very good experience with HBL mobile app it is very convenient,HBL,['HBL mobile app'],['good experience'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
this is very comfortable app I am very happy.is this use very simple,HBL,['app'],['comfortable'],['positive'],['SOFTWARE#USABILITY'],['APP#USABILITY_FEATURES']
the best App HBL Mobile,HBL,['App HBL Mobile'],['best'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
app ni chall rhe,HBL,['app'],['NULL'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
very nice 👍,HBL,['NULL'],['nice'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
"Its absolutely fantastic app ,Amazing",HBL,['app'],['fantastic'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
"RDA send money home efficiently and affordably, I have been incorrectly charged Telex fees. This is unacceptable as I am effectively paying for the transfer both here in Europe and again through these unexpected charges on your end. This double payment is placing an undue financial burden on me. I have already sent multiple emails to my designated HBL in-charge regarding this issue, but I have not received any response.",HBL,"['Telex fees', 'double payment']","['incorrectly charged', 'unacceptable']","['negative', 'negative']","['SUPPORT#GENERAL', 'SUPPORT#GENERAL']","['CUSTOMER_SUPPORT', 'CUSTOMER_SUPPORT']"
I think one of the best banking apps out there.,HBL,['banking apps'],['best'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
no comparative for any problem very low assist life certificate problem solve from my saide but transaction no work,HBL,['NULL'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Very bad online network..staff in ka call attend hi ni krta,HBL,['online network'],['bad'],['negative'],['PORTS#GENERAL'],['Miscellaneous']
Not transferring money!!!,HBL,['money'],['Not transferring'],['negative'],['FOOD#STYLE_OPTIONS'],['Miscellaneous']
best mobile app,HBL,['mobile app'],['best'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
Please update my hbl app,HBL,['hbl app'],['please update'],['neutral'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"achank se mery 23 lac acount se kat hu gaye,kahien system mein show nai hu rahy,our hbl koi tasli bakhsh response nai dy paya abhi tak,intahayi chawal Sistam hy inka",HBL,['NULL'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"On 28th January my account got blacklisted due to fraudulent transaction in my account. Although I have no fault in this, I have given my all. Still my HBL app is not running. My 75k is also frozen and the app is not even running.",HBL,"['HBL app', '75k']","['not running', 'frozen']","['negative', 'negative']","['SOFTWARE#OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE']","['APP#PERFORMANCE', 'APP#PERFORMANCE']"
ONE OF THE BEST MOBILE APP,HBL,['MOBILE APP'],['BEST'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
KE billing option not updating current bill only show previous paid bill,HBL,['billing option'],['NULL'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
"""No doubt, the application is good, but the bank's service is the worst. If there were a rating lower than 1, I would give it to this bank.""",HBL,"['application', ""bank's service""]","['good', 'worst']","['positive', 'negative']","['SOFTWARE#GENERAL', 'SERVICE#GENERAL']","['APP#FEATURES', 'BRANCH_SERVICE']"
sms alert function is not working,HBL,['sms alert function'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
login issue several times try.,HBL,['login'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"HBL Bank is great, but I don’t like that I don’t receive SMS alerts for debit transactions—only push notifications. I should receive SMS alerts no matter what, as this is what makes banking truly the best.",HBL,"['HBL Bank', 'SMS alerts']","['great', 'best']","['positive', 'negative']","['SUPPORT#GENERAL', 'SUPPORT#GENERAL']","['CUSTOMER_SUPPORT', 'CUSTOMER_SUPPORT']"
"My experience with HBL Bank has been very frustrating. 2. Their customer support is slow and unresponsive. 3. I faced issues with my transaction and got no proper help. 4. Even after multiple follow-ups, the problem wasn’t resolved. 5. I’m highly disappointed and won’t recommend HBL to others.",HBL,"['customer support', 'issues with my transaction', 'response-ups']","['slow and unresponsive', 'no proper help', 'highly disappointed']","['negative', 'negative', 'negative']","['SUPPORT#GENERAL', 'SUPPORT#GENERAL', 'SUPPORT#GENERAL']","['CUSTOMER_SUPPORT', 'CUSTOMER_SUPPORT', 'CUSTOMER_SUPPORT']"
