Unnamed: 0,bank,review,rating,Aspects,Opinions,Sentiments,Categories,Simplified_Category
454,review,"I have been using salary account with Oriental Bank Of Commerce or more than 8 months and its been very good experience. They  interest rate for savings account really don't know . I'm using mobile banking for checking balance and to do transactions. Their app is easy to access, no need to maintain minimum balance.",4.0,salary account,good experience,positive,SUPPORT#GENERAL,SUPPORT
454,review,"I have been using salary account with Oriental Bank Of Commerce or more than 8 months and its been very good experience. They  interest rate for savings account really don't know . I'm using mobile banking for checking balance and to do transactions. Their app is easy to access, no need to maintain minimum balance.",4.0,interest rate for savings account,don't know,negative,interest rate for savings account,FINANCE
454,review,"I have been using salary account with Oriental Bank Of Commerce or more than 8 months and its been very good experience. They  interest rate for savings account really don't know . I'm using mobile banking for checking balance and to do transactions. Their app is easy to access, no need to maintain minimum balance.",4.0,mobile banking,easy to access,positive,SOFTWARE#OPERATION_PERFORMANCE,SOFTWARE
455,review,"I have opened the savings account with Central Bank of India almost 3 years. They took 2 days to activate the account. I am using online banking and mobile app. Transactions are quite normal. Whenever I'm depositing the money, I'm getting the notifications on time. Overall, I'm satisfied with their services and I have to maintain a minimum balance of Rs. 1,000.",4.0,savings account,satisfied,positive,SUPPORT#GENERAL,SUPPORT
455,review,"I have opened the savings account with Central Bank of India almost 3 years. They took 2 days to activate the account. I am using online banking and mobile app. Transactions are quite normal. Whenever I'm depositing the money, I'm getting the notifications on time. Overall, I'm satisfied with their services and I have to maintain a minimum balance of Rs. 1,000.",4.0,online banking,normal,positive,SUPPORT#GENERAL,SUPPORT
455,review,"I have opened the savings account with Central Bank of India almost 3 years. They took 2 days to activate the account. I am using online banking and mobile app. Transactions are quite normal. Whenever I'm depositing the money, I'm getting the notifications on time. Overall, I'm satisfied with their services and I have to maintain a minimum balance of Rs. 1,000.",4.0,mobile app,satisfied,positive,SOFTWARE#GENERAL,SOFTWARE
456,HDFC Bank,"I have been using HDFC salary account for almost 4.5 years. They have provided me a Internet banking, mobile banking and cheque book. Its a hassle free account to use because i never faced any problems till now. Frequently i have visited the branch for a loan concern and the response was really good. Staffs are very co-operative.",5.0,HDFC salary account,hover hassle free,positive,SUPPORT#GENERAL,SUPPORT
456,HDFC Bank,"I have been using HDFC salary account for almost 4.5 years. They have provided me a Internet banking, mobile banking and cheque book. Its a hassle free account to use because i never faced any problems till now. Frequently i have visited the branch for a loan concern and the response was really good. Staffs are very co-operative.",5.0,internet banking,provided,positive,SUPPORT#GENERAL,SUPPORT
456,HDFC Bank,"I have been using HDFC salary account for almost 4.5 years. They have provided me a Internet banking, mobile banking and cheque book. Its a hassle free account to use because i never faced any problems till now. Frequently i have visited the branch for a loan concern and the response was really good. Staffs are very co-operative.",5.0,mobile banking,provided,positive,SUPPORT#GENERAL,SUPPORT
456,HDFC Bank,"I have been using HDFC salary account for almost 4.5 years. They have provided me a Internet banking, mobile banking and cheque book. Its a hassle free account to use because i never faced any problems till now. Frequently i have visited the branch for a loan concern and the response was really good. Staffs are very co-operative.",5.0,cheque book,provided,positive,SUPPORT#GENERAL,SUPPORT
456,HDFC Bank,"I have been using HDFC salary account for almost 4.5 years. They have provided me a Internet banking, mobile banking and cheque book. Its a hassle free account to use because i never faced any problems till now. Frequently i have visited the branch for a loan concern and the response was really good. Staffs are very co-operative.",5.0,staffs,co-operative,positive,SERVICE#GENERAL,SERVICE
457,review,"My savings account is in VIJAYA Bank and I am using this account quite for a long time. Need to maintain minimum balance of Rs. 2,000 and also debit card charges is there annually. Customer service was good in this bank if I swipe card from ATM i am not  getting cash so I use to swipe from other bank hence they putting some charges. The customer service & interest rate are good.",4.0,customer service,good,positive,SUPPORT#GENERAL,SUPPORT
457,review,"My savings account is in VIJAYA Bank and I am using this account quite for a long time. Need to maintain minimum balance of Rs. 2,000 and also debit card charges is there annually. Customer service was good in this bank if I swipe card from ATM i am not  getting cash so I use to swipe from other bank hence they putting some charges. The customer service & interest rate are good.",4.0,interest rate,good,positive,PRICE#GENERAL,PRICE
458,review,I have taken the savings account from DBS bank. I am using the Internet banking and mobile app both are  really good. Its a zero balance account and when I went to an event one executive has approached me about this card offer. I have not visited the branch till now. They have given me a welcome kit instantly so I open the account.,5.0,savings account,good,positive,SOFTWARE#GENERAL,SOFTWARE
458,review,I have taken the savings account from DBS bank. I am using the Internet banking and mobile app both are  really good. Its a zero balance account and when I went to an event one executive has approached me about this card offer. I have not visited the branch till now. They have given me a welcome kit instantly so I open the account.,5.0,Internet banking,good,positive,SOFTWARE#GENERAL,SOFTWARE
